x,y
-18844,355096336
-818,669124
15063,226893969
-7316,53523856
698,487204
-4248,18045504
6533,42680089
16959,287607681
-1178,1387684
13424,180203776
8387,70341769
16643,276989449
14401,207388801
8474,71808676
6098,37185604
15644,244734736
19989,399560121
7712,59474944
4102,16826404
-7651,58537801
8442,71267364
-16139,260467321
16655,277389025
-18324,335768976
-6438,41447844
8336,69488896
-8452,71436304
13815,190854225
-13740,188787600
19707,388365849
-4529,20511841
-7580,57456400
16690,278556100
14634,214153956
-508,258064
10337,106853569
-5181,26842761
-9424,88811776
2122,4502884
15546,241678116
-5046,25462116
8013,64208169
7029,49406841
19611,384591321
-3563,12694969
-4835,23377225
18925,358155625
-4215,17766225
11531,132963961
10941,119705481
8880,78854400
7222,52157284
18828,354493584
-13479,181683441
16636,276756496
13392,179345664
-10583,111999889
9806,96157636
-189,35721
-856,732736
5979,35748441
-17888,319980544
18307,335146249
-5612,31494544
-3429,11758041
-7027,49378729
5936,35236096
-3176,10086976
-11262,126832644
10115,102313225
-3744,14017536
19881,395254161
-11086,122899396
-13595,184824025
-8617,74252689
12891,166177881
-2809,7890481
14803,219128809
11326,128278276
17553,308107809
-3940,15523600
8846,78251716
-4793,22972849
14796,218921616
9057,82029249
12481,155775361
-5487,30107169
5256,27625536
18677,348830329
-12358,152720164
-12079,145902241
10053,101062809
-10488,109998144
6599,43546801
-17148,294053904
-19726,389115076
17701,313325401
7597,57714409
-14290,204204100
-3454,11930116
-3281,10764961
8957,80227849
-15727,247338529
-8761,76755121
388,150544
-12392,153561664
11666,136095556
3669,13461561
-3220,10368400
19694,387853636
-7465,55726225
14850,220522500
-11325,128255625
-12102,146458404
6684,44675856
4267,18207289
-1015,1030225
-1521,2313441
-766,586756
9247,85507009
-6208,38539264
-17218,296459524
-17479,305515441
-19168,367412224
14548,211644304
-2516,6330256
-11006,121132036
6414,41139396
12093,146240649
-10451,109223401
-10239,104837121
14161,200533921
9825,96530625
8077,65237929
-4082,16662724
-3180,10112400
15887,252396769
19971,398840841
6313,39853969
5141,26429881
-18082,326958724
17457,304746849
-11264,126877696
-19605,384356025
-14426,208109476
-18499,342213001
-14927,222815329
8128,66064384
-18148,329349904
-3858,14884164
-17701,313325401
-931,866761
18571,344882041
-2435,5929225
-16728,279825984
-11073,122611329
18987,360506169
-6861,47073321
3713,13786369
-19210,369024100
-12639,159744321
17066,291248356
15772,248755984
3242,10510564
12381,153289161
-8195,67158025
-17204,295977616
-14792,218803264
19963,398521369
7595,57684025
-1513,2289169
14635,214183225
-5087,25877569
-10222,104489284
-15277,233386729
-12417,154181889
13976,195328576
19298,372412804
-9335,87142225
-10177,103571329
16831,283282561
-896,802816
5270,27772900
-8703,75742209
18515,342805225
-13348,178169104
-12141,147403881
-2688,7225344
-17965,322741225
-18130,328696900
10996,120912016
16202,262504804
-5428,29463184
4716,22240656
13149,172896201
11888,141324544
-15983,255456289
9009,81162081
13711,187991521
18274,333939076
-6755,45630025
-2239,5013121
17622,310534884
8926,79673476
2069,4280761
13349,178195801
16172,261533584
15014,225420196
653,426409
2858,8168164
-7381,54479161
-13037,169963369
17227,296769529
-2038,4153444
19281,371756961
-19286,371949796
-14101,198838201
-2654,7043716
-14193,201441249
5593,31281649
-12449,154977601
-16605,275726025
-8329,69372241
-3556,12645136
18052,325874704
-1641,2692881
-7630,58216900
13748,189007504
7984,63744256
3780,14288400
-7818,61121124
16724,279692176
-9323,86918329
12019,144456361
971,942841
-6358,40424164
-10165,103327225
-3461,11978521
-2892,8363664
6882,47361924
4317,18636489
-9480,89870400
11863,140730769
5930,35164900
-6131,37589161
8285,68641225
-18062,326235844
-6507,42341049
11297,127622209
-9870,97416900
11532,132987024
-10064,101284096
8273,68442529
-18799,353402401
-5805,33698025
-8076,65221776
13169,173422561
-15178,230371684
-4946,24462916
-5714,32649796
-4843,23454649
-3252,10575504
-6327,40030929
-17100,292410000
703,494209
-2389,5707321
16203,262537209
-18553,344213809
-11026,121572676
-19437,377796969
3445,11868025
-6577,43256929
2094,4384836
19891,395651881
-9432,88962624
4886,23872996
-10052,101042704
-2072,4293184
10740,115347600
-2474,6120676
-10335,106812225
1203,1447209
-12213,149157369
-11284,127328656
9537,90954369
-2138,4571044
15499,240219001
-3834,14699556
-2679,7177041
3801,14447601
17728,314281984
-5927,35129329
-10635,113103225
10459,109390681
-9695,93993025
-7306,53377636
-17403,302864409
11566,133772356
-14627,213949129
-2886,8328996
18130,328696900
-15840,250905600
-8258,68194564
9706,94206436
3166,10023556
-11806,139381636
-11716,137264656
-15733,247527289
220,48400
-11787,138933369
16827,283147929
5534,30625156
-13007,169182049
6606,43639236
-15053,226592809
5874,34503876
-3120,9734400
1694,2869636
-18477,341399529
8685,75429225
-11869,140873161
16706,279090436
923,851929
-15699,246458601
-11802,139287204
-12022,144528484
-5959,35509681
-16884,285069456
-11964,143137296
-4473,20007729
10730,115132900
-16236,263607696
10409,108347281
12309,151511481
-10603,112423609
19538,381733444
-14257,203262049
9254,85636516
-11449,131079601
15093,227798649
-15780,249008400
9006,81108036
14696,215972416
3364,11316496
8696,75620416
11687,136585969
-7633,58262689
5635,31753225
-14057,197599249
-3689,13608721
11108,123387664
18196,331094416
1506,2268036
-1153,1329409
14725,216825625
-11961,143065521
19448,378224704
16681,278255761
13479,181683441
-2643,6985449
-19911,396447921
19864,394578496
18918,357890724
-13821,191020041
-16207,262666849
-4132,17073424
-18967,359747089
-10245,104960025
-19047,362788209
-17346,300883716
-1510,2280100
-7029,49406841
-4742,22486564
19451,378341401
-17086,291931396
-16850,283922500
-3996,15968016
-4817,23203489
-8771,76930441
-1968,3873024
-4211,17732521
-17260,297907600
1953,3814209
15442,238455364
3236,10471696
-18986,360468196
-7525,56625625
-18486,341732196
-5970,35640900
-9346,87347716
3586,12859396
-16664,277688896
11314,128006596
-164,26896
-15847,251127409
-552,304704
-19709,388444681
14364,206324496
10912,119071744
-18423,339406929
-618,381924
-11607,134722449
13259,175801081
-17400,302760000
9633,92794689
-1448,2096704
8051,64818601
-12457,155176849
1732,2999824
2536,6431296
-14136,199826496
-13430,180364900
15666,245423556
1079,1164241
-13100,171610000
621,385641
6297,39652209
-9841,96845281
17987,323532169
-19864,394578496
-13114,171976996
-10400,108160000
18493,341991049
-16002,256064004
-14589,212838921
4817,23203489
-8274,68459076
9321,86881041
-14880,221414400
-19087,364313569
-4683,21930489
10418,108534724
-8730,76212900
11164,124634896
-11380,129504400
2595,6734025
7453,55547209
-7846,61559716
7812,61027344
5012,25120144
-4890,23912100
-10206,104162436
4141,17147881
-10895,118701025
-16975,288150625
6283,39476089
-17720,313998400
-5093,25938649
4706,22146436
9727,94614529
-6727,45252529
-1522,2316484
1012,1024144
18930,358344900
12394,153611236
5138,26399044
-14222,202265284
-9567,91527489
-12320,151782400
16444,270405136
-18868,356001424
19205,368832025
7572,57335184
-17796,316697616
-12386,153412996
-160,25600
-10598,112317604
13096,171505216
11992,143808064
-18416,339149056
-3698,13675204
9657,93257649
1597,2550409
217,47089
11288,127418944
1751,3066001
-10626,112911876
-11696,136796416
-11651,135745801
1018,1036324
-5460,29811600
3880,15054400
11048,122058304
-15138,229159044
13010,169260100
-2111,4456321
13835,191407225
15797,249545209
6417,41177889
489,239121
10602,112402404
-16949,287268601
-19301,372528601
-10219,104427961
-17018,289612324
12403,153834409
-8220,67568400
-322,103684
-5992,35904064
153,23409
-12084,146023056
16773,281333529
18468,341067024
19052,362978704
12566,157904356
2844,8088336
7489,56085121
18611,346369321
-17472,305270784
17514,306740196
11957,142969849
15604,243484816
-5151,26532801
9920,98406400
8705,75777025
18060,326163600
16810,282576100
-17068,291316624
-5144,26460736
11652,135769104
-13738,188732644
-13450,180902500
1799,3236401
-10918,119202724
-10877,118309129
-12688,160985344
17771,315808441
7704,59351616
13360,178489600
17405,302934025
-8065,65044225
17956,322417936
12893,166229449
2952,8714304
15286,233661796
10928,119421184
-19392,376049664
-7741,59923081
17349,300987801
10098,101969604
4509,20331081
13314,177262596
-10461,109432521
2597,6744409
-9118,83137924
6834,46703556
4474,20016676
5115,26163225
-11371,129299641
11717,137288089
2316,5363856
13298,176836804
-9702,94128804
-14174,200902276
-17243,297321049
-2976,8856576
-9015,81270225
9705,94187025
19775,391050625
-568,322624
14646,214505316
3501,12257001
9893,97871449
-18723,350550729
9987,99740169
6045,36542025
15738,247684644
-12377,153190129
6594,43480836
-11032,121705024
19015,361570225
12007,144168049
-1383,1912689
-16241,263770081
7700,59290000
19566,382828356
16673,277988929
8309,69039481
-1558,2427364
-11353,128890609
2423,5870929
-2496,6230016
1065,1134225
-3652,13337104
-16819,282878761
-17019,289646361
18328,335915584
-17852,318693904
995,990025
-7317,53538489
-14481,209699361
-6852,46949904
15668,245486224
9426,88849476
-1719,2954961
-17202,295908804
-8217,67519089
2789,7778521
18914,357739396
16064,258052096
-14946,223382916
2956,8737936
10225,104550625
-13470,181440900
-8520,72590400
11439,130850721
9287,86248369
12208,149035264
18192,330948864
9758,95218564
1582,2502724
14611,213481321
-6443,41512249
18642,347524164
-18035,325261225
-11660,135955600
3692,13630864
10390,107952100
-18897,357096609
1091,1190281
10318,106461124
-850,722500
14925,222755625
-1923,3697929
8465,71656225
17774,315915076
12027,144648729
-6049,36590401
-3270,10692900
2294,5262436
12353,152596609
4418,19518724
16566,274432356
679,461041
-12588,158457744
2336,5456896
-9458,89453764
-1299,1687401
6584,43349056
-14445,208658025
19213,369139369
16150,260822500
10353,107184609
10150,103022500
10701,114511401
630,396900
-6165,38007225
-3760,14137600
-4828,23309584
-13062,170615844
-15476,239506576
6624,43877376
-7577,57410929
19456,378535936
-1965,3861225
-9704,94167616
18135,328878225
4950,24502500
8554,73170916
5122,26234884
4777,22819729
-13931,194072761
-7938,63011844
2930,8584900
-3279,10751841
17599,309724801
10806,116769636
13941,194351481
8517,72539289
-855,731025
1940,3763600
3475,12075625
12567,157929489
5949,35390601
-15551,241833601
-18988,360544144
2041,4165681
-14227,202407529
-16712,279290944
-12153,147695409
17626,310675876
15692,246238864
18623,346816129
11327,128300929
260,67600
16491,271953081
18712,350138944
-2410,5808100
10283,105740089
9098,82773604
4238,17960644
2687,7219969
10404,108243216
5685,32319225
-3519,12383361
-819,670761
1834,3363556
-9388,88134544
12607,158936449
-6973,48622729
-17645,311346025
-987,974169
2927,8567329
1981,3924361
-7998,63968004
-18930,358344900
19440,377913600
11104,123298816
4652,21641104
-17371,301751641
16493,272019049
16256,264257536
-10436,108910096
-10993,120846049
-4508,20322064
-3852,14837904
-1372,1882384
-1893,3583449
-8961,80299521
-11263,126855169
-17043,290463849
8475,71825625
-11894,141467236
-13130,172396900
7852,61653904
-15903,252905409
18661,348232921
7347,53978409
19465,378886225
6692,44782864
12399,153735201
18564,344622096
8802,77475204
6793,46144849
-13997,195916009
9983,99660289
-1673,2798929
-5875,34515625
-16225,263250625
-18395,338376025
1557,2424249
271,73441
-12861,165405321
14519,210801361
13061,170589721
-13496,182142016
-7729,59737441
19874,394975876
-7554,57062916
19366,375041956
8865,78588225
-1873,3508129
15830,250588900
-9046,81830116
12628,159466384
-9959,99181681
-10164,103306896
3299,10883401
-10229,104632441
-10518,110628324
10871,118178641
-7510,56400100
-16053,257698809
-1911,3651921
-9952,99042304
4810,23136100
-3505,12285025
4122,16990884
5443,29626249
-11203,125507209
12506,156400036
-16363,267747769
-8229,67716441
18096,327465216
-12975,168350625
-16228,263347984
-597,356409
1076,1157776
11659,135932281
-3073,9443329
8362,69923044
-1076,1157776
-19695,387893025
-2724,7420176
4232,17909824
-5672,32171584
-18106,327827236
8539,72914521
-2195,4818025
-19694,387853636
-2291,5248681
19048,362826304
-5386,29008996
8376,70157376
-11250,126562500
-6822,46539684
4723,22306729
-17545,307827025
19728,389193984
6510,42380100
871,758641
-2229,4968441
-16184,261921856
3342,11168964
-12036,144865296
-10884,118461456
8334,69455556
3421,11703241
-6733,45333289
18496,342102016
-14556,211877136
8440,71233600
-2104,4426816
18174,330294276
-6067,36808489
-2046,4186116
-12157,147792649
-14701,216119401
-9622,92582884
-11428,130599184
-19607,384434449
-1506,2268036
-12664,160376896
-3631,13184161
-13890,192932100
3394,11519236
-1816,3297856
11521,132733441
7672,58859584
-3622,13118884
-4697,22061809
-9537,90954369
-4595,21114025
-1777,3157729
2115,4473225
-5648,31899904
9176,84198976
459,210681
-34,1156
-3370,11356900
-16019,256608361
16617,276124689
-10112,102252544
16531,273273961
15419,237745561
-14069,197936761
-12630,159516900
-10345,107019025
-7133,50879689
-3495,12215025
-13827,191185929
5974,35688676
-11582,134142724
4022,16176484
-4049,16394401
-15465,239166225
5024,25240576
-13523,182871529
3585,12852225
2412,5817744
15691,246207481
12775,163200625
-9518,90592324
8960,80281600
-6311,39828721
-11745,137945025
-18770,352312900
-6653,44262409
667,444889
10936,119596096
18126,328551876
9466,89605156
441,194481
1189,1413721
14992,224760064
-19396,376204816
-11637,135419769
-2557,6538249
-12616,159163456
12244,149915536
19908,396328464
6479,41977441
-11228,126067984
-2858,8168164
17452,304572304
14677,215414329
-11104,123298816
-11830,139948900
5550,30802500
-3209,10297681
14335,205492225
-2742,7518564
12357,152695449
9606,92275236
-6105,37271025
7580,57456400
6729,45279441
19661,386554921
-924,853776
12101,146434201
16918,286218724
19249,370524001
11567,133795489
-17265,298080225
4787,22915369
6783,46009089
-8015,64240225
-9783,95707089
-6810,46376100
18916,357815056
-6176,38142976
-17656,311734336
1634,2669956
10332,106750224
1553,2411809
11339,128572921
-18325,335805625
19318,373185124
-11744,137921536
-12580,158256400
13498,182196004
-3200,10240000
-12710,161544100
2468,6091024
7329,53714241
5958,35497764
-9730,94672900
-7827,61261929
-3008,9048064
5182,26853124
18343,336465649
18398,338486404
-19360,374809600
-797,635209
1976,3904576
19090,364428100
13951,194630401
-12203,148913209
11944,142659136
-7433,55249489
-18056,326019136
10319,106481761
13832,191324224
4637,21501769
-8026,64416676
17365,301543225
-1396,1948816
16838,283518244
18599,345922801
3933,15468489
-18716,350288656
12392,153561664
1389,1929321
-15366,236113956
3648,13307904
12977,168402529
-11991,143784081
-10158,103184964
-12000,144000000
18836,354794896
19615,384748225
12386,153412996
-4479,20061441
-6917,47844889
18950,359102500
-18066,326380356
-4694,22033636
-10072,101445184
-3625,13140625
1322,1747684
-722,521284
-19772,390931984
2118,4485924
15903,252905409
-17641,311204881
-5973,35676729
-7563,57198969
-15935,253924225
-14360,206209600
12911,166693921
19439,377874721
15115,228463225
-4180,17472400
-8857,78446449
13221,174794841
-18605,346146025
-14808,219276864
14487,209873169
17955,322382025
891,793881
9229,85174441
12123,146967129
467,218089
14907,222218649
19347,374306409
17632,310887424
15652,244985104
-2844,8088336
5349,28611801
1947,3790809
17513,306705169
-19419,377097561
11195,125328025
-11121,123676641
-2124,4511376
9814,96314596
18331,336025561
-13484,181818256
11878,141086884
9693,93954249
-5730,32832900
12,144
2710,7344100
-12345,152399025
-16025,256800625
-13220,174768400
-13073,170903329
868,753424
6511,42393121
-7689,59120721
17023,289782529
8831,77986561
-19905,396209025
11874,140991876
4256,18113536
-19656,386358336
11592,134374464
3371,11363641
-1331,1771561
14157,200420649
10624,112869376
543,294849
-13412,179881744
12452,155052304
14321,205091041
-141,19881
-7378,54434884
-4865,23668225
-685,469225
7871,61952641
16845,283754025
-16182,261857124
4439,19704721
18966,359709156
17904,320553216
879,772641
9262,85784644
16648,277155904
-7305,53363025
-8993,80874049
-2006,4024036
-11346,128731716
12563,157828969
-1346,1811716
15985,255520225
5218,27227524
-1217,1481089
-11090,122988100
12570,158004900
17108,292683664
18700,349690000
19078,363970084
-1445,2088025
12064,145540096
-16434,270076356
-1975,3900625
-10030,100600900
-11454,131194116
-18467,341030089
16472,271326784
19202,368716804
11514,132572196
13458,181117764
16304,265820416
17690,312936100
5006,25060036
-19753,390181009
3714,13793796
15990,255680100
-14072,198021184
-12147,147549609
-11842,140232964
-17587,309302569
13917,193682889
-5762,33200644
17462,304921444
-19186,368102596
-12612,159062544
-11779,138744841
-15098,227949604
-16872,284664384
1846,3407716
11491,132043081
-12986,168636196
-19584,383533056
18763,352050169
14528,211062784
2040,4161600
-11519,132687361
14875,221265625
13825,191130625
8391,70408881
-574,329476
4936,24364096
-1141,1301881
17067,291282489
-18356,336942736
7356,54110736
-13357,178409449
-15654,245047716
-3710,13764100
6791,46117681
-7983,63728289
-1458,2125764
-17157,294362649
9729,94653441
-11530,132940900
6308,39790864
8702,75724804
14496,210134016
107,11449
16389,268599321
-11681,136445761
-10607,112508449
-8888,78996544
12683,160858489
14000,196000000
-10916,119159056
2,4
12521,156775441
6614,43744996
14505,210395025
19651,386161801
10829,117267241
-5563,30946969
7644,58430736
-7652,58553104
-242,58564
-5980,35760400
11705,137007025
4589,21058921
19224,369562176
19293,372219849
-11174,124858276
-5235,27405225
-19092,364504464
17915,320947225
19452,378380304
14986,224580196
3411,11634921
-1090,1188100
-10459,109390681
-8586,73719396
-10904,118897216
8911,79405921
2742,7518564
-14009,196252081
-2686,7214596
-6616,43771456
7893,62299449
-220,48400
-16719,279524961
-14827,219839929
17236,297079696
-17707,313537849
10096,101929216
6270,39312900
-1282,1643524
16903,285711409
-3800,14440000
-745,555025
-13458,181117764
12129,147112641
-6657,44315649
8885,78943225
-18244,332843536
-9248,85525504
726,527076
4194,17589636
-14039,197093521
18019,324684361
-13600,184960000
-927,859329
10608,112529664
-9475,89775625
17344,300814336
11207,125596849
-13123,172213129
11912,141895744
-12304,151388416
1579,2493241
-8988,80784144
15239,232227121
5188,26915344
-6717,45118089
15230,231952900
-1549,2399401
-2414,5827396
18622,346778884
-19817,392713489
-2469,6095961
11711,137147521
10292,105925264
-3343,11175649
-11679,136399041
15183,230523489
12002,144048004
4221,17816841
-14544,211527936
13823,191075329
-7712,59474944
11620,135024400
468,219024
5965,35581225
1200,1440000
-19889,395572321
-1852,3429904
5976,35712576
2151,4626801
-6149,37810201
18295,334707025
-8634,74545956
14639,214300321
1299,1687401
17810,317196100
-19306,372721636
-15160,229825600
-15990,255680100
-5332,28430224
15026,225780676
1931,3728761
-2395,5736025
652,425104
475,225625
8430,71064900
-19378,375506884
3428,11751184
6719,45144961
14525,210975625
18777,352575729
15544,241615936
-13226,174927076
8383,70274689
15935,253924225
4481,20079361
-420,176400
-13172,173501584
-887,786769
6940,48163600
-11599,134536801
-3558,12659364
369,136161
9038,81685444
17525,307125625
-10051,101022601
-5388,29030544
3846,14791716
1584,2509056
-10564,111598096
-4161,17313921
14645,214476025
18625,346890625
4662,21734244
18804,353590416
9981,99620361
14623,213832129
-6965,48511225
2493,6215049
-16072,258309184
-11200,125440000
4469,19971961
-16588,275161744
-8899,79192201
1896,3594816
15821,250304041
13672,186923584
-8984,80712256
3909,15280281
-13720,188238400
6144,37748736
-18345,336539025
-6871,47210641
-18012,324432144
3395,11526025
1986,3944196
10585,112042225
756,571536
-12344,152374336
-1903,3621409
-3749,14055001
-18991,360658081
-13796,190329616
1450,2102500
14510,210540100
19364,374964496
-10473,109683729
17507,306495049
-3832,14684224
-5548,30780304
-10834,117375556
-13759,189310081
-7429,55190041
16190,262116100
2291,5248681
2229,4968441
3472,12054784
-7573,57350329
-9,81
-11870,140896900
2550,6502500
15388,236790544
-4652,21641104
-7547,56957209
-16613,275991769
3353,11242609
-13204,174345616
4073,16589329
-13267,176013289
1696,2876416
-14961,223831521
-5494,30184036
2991,8946081
-6256,39137536
6670,44488900
-6117,37417689
-2530,6400900
-11442,130919364
2630,6916900
4562,20811844
19143,366454449
11690,136656100
-16830,283248900
17130,293436900
16602,275626404
13624,185613376
-18578,345142084
-15759,248346081
9146,83649316
15612,243734544
-464,215296
19679,387263041
14271,203661441
-287,82369
2705,7317025
-15708,246741264
1583,2505889
14060,197683600
7026,49364676
-5387,29019769
-1328,1763584
15598,243297604
-13949,194574601
-7595,57684025
11613,134861769
-16037,257185369
14944,223323136
15875,252015625
2893,8369449
-4070,16564900
-11829,139925241
6767,45792289
2638,6959044
3968,15745024
-648,419904
4579,20967241
1714,2937796
-13494,182088036
-7481,55965361
302,91204
16368,267911424
-9640,92929600
-10289,105863521
17439,304118721
-2548,6492304
-4876,23775376
14204,201753616
-10571,111746041
14265,203490225
12468,155451024
3811,14523721
-4718,22259524
15110,228312100
5328,28387584
-1684,2835856
18869,356039161
4431,19633761
-17187,295392969
13283,176438089
-9233,85248289
-5419,29365561
-7320,53582400
5036,25361296
-19918,396726724
-10964,120209296
18855,355511025
13601,184987201
10903,118875409
17099,292375801
2375,5640625
-17677,312476329
-15233,232044289
9017,81306289
8735,76300225
-15920,253446400
9517,90573289
-11050,122102500
-18956,359329936
17835,318087225
2923,8543929
12802,163891204
-14807,219247249
6633,43996689
18915,357777225
-18017,324612289
-943,889249
-17848,318551104
12158,147816964
11434,130736356
-6539,42758521
13272,176145984
4864,23658496
-16167,261371889
7926,62821476
17048,290634304
18969,359822961
-14115,199233225
-13994,195832036
-2692,7246864
4702,22108804
1225,1500625
-503,253009
18217,331859089
-5412,29289744
2703,7306209
18553,344213809
-19071,363703041
12292,151093264
-14161,200533921
-4838,23406244
1903,3621409
6705,44957025
12161,147889921
6871,47210641
-11617,134954689
11496,132158016
-9427,88868329
-7614,57972996
-17473,305305729
-8100,65610000
13198,174187204
16014,256448196
-404,163216
9472,89718784
-8011,64176121
-2026,4104676
-14534,211237156
4745,22515025
-7144,51036736
-6246,39012516
19497,380133009
2572,6615184
-18792,353139264
5745,33005025
-995,990025
4888,23892544
12337,152201569
-4105,16851025
15046,226382116
-3397,11539609
-4231,17901361
3979,15832441
13863,192182769
2904,8433216
-4493,20187049
-2471,6105841
-10001,100020001
19438,377835844
-19579,383337241
-6162,37970244
11231,126135361
13854,191933316
5820,33872400
-14525,210975625
-8009,64144081
17930,321484900
-6813,46416969
-8987,80766169
17211,296218521
-2441,5958481
-5513,30393169
-6954,48358116
8749,76545001
66,4356
17661,311910921
-12896,166306816
-3615,13068225
-16172,261533584
7540,56851600
15246,232440516
-4792,22963264
-11828,139901584
11901,141633801
3437,11812969
-10210,104244100
-5763,33212169
-1964,3857296
7520,56550400
-3830,14668900
-15117,228523689
-13358,178436164
-17767,315666289
-231,53361
-15625,244140625
806,649636
3037,9223369
11252,126607504
-18639,347412321
-3553,12623809
15163,229916569
-7830,61308900
13988,195664144
16587,275128569
13447,180821809
-1042,1085764
-7354,54081316
-6033,36397089
-12742,162358564
6505,42315025
-3494,12208036
5311,28206721
-4266,18198756
8037,64593369
-1512,2286144
-14919,222576561
-14574,212401476
-2190,4796100
-15823,250367329
13487,181899169
15848,251159104
1537,2362369
362,131044
-18369,337420161
9023,81414529
-1952,3810304
14556,211877136
-19555,382398025
7232,52301824
-1591,2531281
6972,48608784
-7987,63792169
16407,269189649
-6678,44595684
14073,198049329
16443,270372249
3443,11854249
-11760,138297600
12279,150773841
9020,81360400
-1165,1357225
-18109,327935881
3396,11532816
-17889,320016321
-6594,43480836
-15000,225000000
-151,22801
7354,54081316
1627,2647129
1417,2007889
-4688,21977344
-15141,229249881
-8571,73462041
1234,1522756
6443,41512249
2445,5978025
11651,135745801
12165,147987225
4533,20548089
-1872,3504384
-3325,11055625
-15897,252714609
8205,67322025
10555,111408025
-14292,204261264
315,99225
5344,28558336
-14087,198443569
3576,12787776
-4120,16974400
-7989,63824121
13879,192626641
17486,305760196
-17603,309865609
6743,45468049
-5053,25532809
-17666,312087556
-13277,176278729
-11766,138438756
-15353,235714609
16432,270010624
11240,126337600
5564,30958096
-18942,358799364
-12011,144264121
-12430,154504900
-12223,149401729
-5379,28933641
11671,136212241
-18299,334853401
13099,171583801
-9635,92833225
-8540,72931600
19753,390181009
7448,55472704
-643,413449
-8350,69722500
-9036,81649296
7091,50282281
11922,142134084
2072,4293184
-12378,153214884
-19964,398561296
-3202,10252804
15964,254849296
-16501,272283001
-4650,21622500
1616,2611456
3239,10491121
-14382,206841924
7530,56700900
5380,28944400
-8975,80550625
10198,103999204
4417,19509889
13986,195608196
-2181,4756761
-18892,356907664
-4476,20034576
13088,171295744
-4098,16793604
-93,8649
9167,84033889
2753,7579009
-4989,24890121
523,273529
-9693,93954249
17126,293299876
6521,42523441
5274,27815076
6253,39100009
3108,9659664
-14374,206611876
-660,435600
17263,298011169
-2027,4108729
-4837,23396569
-716,512656
17543,307756849
13563,183954969
-3009,9054081
-223,49729
1244,1547536
-14266,203518756
-12474,155600676
14162,200562244
15828,250525584
-15073,227195329
749,561001
-11240,126337600
16451,270635401
-15080,227406400
13355,178356025
-12240,149817600
-11777,138697729
8660,74995600
-7011,49154121
-16620,276224400
-2885,8323225
-17886,319908996
8018,64288324
5053,25532809
16540,273571600
-12208,149035264
-4687,21967969
1175,1380625
3940,15523600
7422,55086084
19586,383611396
1388,1926544
-11857,140588449
-17162,294534244
3675,13505625
13117,172055689
-5237,27426169
-17253,297666009
-8822,77827684
18160,329785600
9268,85895824
935,874225
-16836,283450896
-4745,22515025
4344,18870336
9417,88679889
-13630,185776900
-13074,170929476
17021,289714441
-485,235225
15127,228826129
982,964324
4955,24552025
8498,72216004
16524,273042576
-26,676
-8776,77018176
16227,263315529
-10610,112572100
-1959,3837681
-4806,23097636
614,376996
-14355,206066025
-3119,9728161
-550,302500
-5994,35928036
-14809,219306481
-2583,6671889
-10557,111450249
8190,67076100
2236,4999696
9739,94848121
1150,1322500
-2402,5769604
14566,212168356
623,388129
-4395,19316025
-18989,360582121
-16825,283080625
16218,263023524
-18398,338486404
-6613,43731769
16875,284765625
18900,357210000
-8689,75498721
-12516,156650256
-6036,36433296
11342,128640964
-7269,52838361
14767,218064289
-13854,191933316
1778,3161284
-16689,278522721
9019,81342361
10412,108409744
12312,151585344
-2159,4661281
1843,3396649
2864,8202496
5987,35844169
-2756,7595536
-12773,163149529
6245,39000025
-17714,313785796
17615,310288225
-13752,189117504
-9651,93141801
-14170,200788900
9225,85100625
2581,6661561
17675,312405625
-5105,26061025
5528,30558784
7598,57729604
-6245,39000025
17686,312794596
-14004,196112016
10381,107765161
-11165,124657225
-10897,118744609
-16473,271359729
-15641,244640881
4630,21436900
-12452,155052304
-15270,233172900
10923,119311929
2683,7198489
4107,16867449
14039,197093521
488,238144
-19837,393506569
2017,4068289
13881,192682161
-7753,60109009
15125,228765625
10557,111450249
14934,223024356
9141,83557881
5885,34633225
1365,1863225
10644,113294736
10901,118831801
-16838,283518244
7875,62015625
-12307,151462249
-9317,86806489
-18045,325622025
-6830,46648900
17592,309478464
19457,378574849
-303,91809
-1886,3556996
1327,1760929
5842,34128964
-8056,64899136
5014,25140196
-8206,67338436
-17761,315453121
17242,297286564
-14021,196588441
8211,67420521
-3231,10439361
-9867,97357689
115,13225
892,795664
5861,34351321
-18911,357625921
-19514,380796196
-19380,375584400
-4820,23232400
-8154,66487716
-11613,134861769
-17520,306950400
-19661,386554921
19514,380796196
-11846,140327716
18970,359860900
9659,93296281
10520,110670400
-14915,222457225
2600,6760000
13166,173343556
13503,182331009
-19692,387774864
-4532,20539024
16597,275460409
-3177,10093329
-9797,95981209
5658,32012964
1101,1212201
3141,9865881
-13576,184307776
6675,44555625
-8696,75620416
-18311,335292721
-2593,6723649
2632,6927424
12072,145733184
5294,28026436
-12670,160528900
-7331,53743561
18255,333245025
-10560,111513600
-15676,245736976
9218,84971524
-3269,10686361
14181,201100761
-14760,217857600
-9283,86174089
4093,16752649
13160,173185600
-17383,302168689
7687,59089969
14840,220225600
15906,253000836
2226,4955076
-11999,143976001
-4748,22543504
-16804,282374416
-6457,41692849
-14469,209351961
7658,58644964
19462,378769444
-9812,96275344
18420,339296400
-12280,150798400
6916,47831056
5762,33200644
775,600625
-7605,57836025
-14450,208802500
8477,71859529
-5523,30503529
13720,188238400
-9710,94284100
-4433,19651489
14860,220819600
